id,name,link,description,authors,publisher,year,conference
pub-01,Pandemic Simulation Using PINN Model in GAMA Platform,https://ieeexplore.ieee.org/document/11408973,"29th IEEE Scopus Conference Paper from the Department of Artificial Intelligence & Data Science. Explores Physics-Informed Neural Networks (PINNs) combined with the GAMA platform for modeling complex epidemiological dynamics.","Aaron Johns; Adith Abhilash; Annu Jaison; Pooja Shibu; Rashmi Annamma George",IEEE,2025,2025 1st International Conference on Smart and Intelligent Systems (SISCON)
